03147.*A,DAB,DAYTONA BEACH INTL,DAYTONA BEACH,FL,ASO,ORL,PU,29-10-47.7000N,081-03-29.0000W,PU,I C S 05/1973,Primary,Non-Hub,Y,100LLA,AFRT  AVNCS  CARGO  CHTR  INSTR  RNTL,234,0
03147.21*H,4FL6,FLORIDA HOSPITAL,DAYTONA BEACH,FL,ASO,ORL,PR,29-14-37.4300N,081-06-25.7300W,PR,,NON-NPIAS,,N,,,0,18000
03147.4*H,29FL,HALIFAX HOSPITAL MEDICAL CENTER,DAYTONA BEACH,FL,ASO,ORL,PR,29-12-04.9330N,081-03-14.2020W,PR,,NON-NPIAS,,N,,,0,0
03147.3*H,FL44,SMOKEY'S,DAYTONA BEACH,FL,ASO,ORL,PR,29-13-50.9310N,081-01-41.1980W,PR,,NON-NPIAS,,N,,,0,0
03147.2*A,7FL6,SPRUCE CREEK,DAYTONA BEACH,FL,ASO,ORL,PR,29-04-48.6750N,081-02-47.8650W,PR,,NON-NPIAS,,N,100LLA+,RNTL,547,0
03153.13*H,FL71,PENNINGTON,DE FUNIAK SPRINGS,FL,ASO,ORL,PR,30-22-27.7100N,086-10-45.7900W,PR,,NON-NPIAS,,N,,,0,28312
03156.13*H,2FD9,WEST VOLUSIA MEMORIAL HOSPITAL HELISTOP,DE LAND,FL,ASO,ORL,PR,29-02-37.9430N,081-19-04.2260W,PU,,NON-NPIAS,,N,,,0,0
03156.35*A,FD90,LAFAYETTE LANDINGS,DE LEON SPRINGS,FL,ASO,ORL,PR,29-10-06.9330N,081-15-53.2220W,PR,,NON-NPIAS,,N,,,6,0
03153.14*A,0FD5,BREEZY KNOLL,DEFUNIAK SPRINGS,FL,ASO,ORL,PR,30-49-12.6600N,086-20-39.8100W,PR,,NON-NPIAS,,N,,,2,0
03153.2*A,5FL9,CEDAR LANE,DEFUNIAK SPRINGS,FL,ASO,ORL,PR,30-44-10.6810N,086-12-46.7960W,PR,,NON-NPIAS,,N,,,0,0
03153.11*A,02FL,CUCHENS,DEFUNIAK SPRINGS,FL,ASO,ORL,PR,30-38-34.0000N,086-07-26.0000W,PR,,NON-NPIAS,,N,,,1,0
03153.*A,54J,DEFUNIAK SPRINGS,DEFUNIAK SPRINGS,FL,ASO,ORL,PU,30-43-52.0000N,086-09-13.6000W,PU,,General Aviation,,N,100LLA,AVNCS  CHTR  INSTR  RNTL,23,14468
03153.1*A,0FD9,JOY FARMS,DEFUNIAK SPRINGS,FL,ASO,ORL,PR,30-39-07.6880N,086-06-33.7840W,PR,,NON-NPIAS,,N,,,0,0
03153.12*A,69FD,UNICORN PLACE,DEFUNIAK SPRINGS,FL,ASO,ORL,PR,30-50-41.0000N,086-16-53.0000W,PR,,NON-NPIAS,,N,,,0,0
03156.2*A,1J6,BOB LEE FLIGHT STRIP,DELAND,FL,ASO,ORL,PU,29-06-14.8000N,081-18-51.1000W,PR,,NON-NPIAS,,N,,,12,292097
03156.1*A,FL62,BRADSHAW TREE FARM,DELAND,FL,ASO,ORL,PR,28-56-54.9530N,081-24-47.2400W,PR,,NON-NPIAS,,N,,,7,0
03156.14*A,FD86,DEEP WOODS RANCH,DELAND,FL,ASO,ORL,PR,29-01-48.9430N,081-26-49.2430W,PR,,NON-NPIAS,,N,,,1,0
03156.*A,DED,DELAND MUNI-SIDNEY H TAYLOR FIELD,DELAND,FL,ASO,ORL,PU,29-04-01.3000N,081-17-01.5000W,PU,,Reliever,,N,100LLA,AVNCS  INSTR  PAJA  RNTL,185,0
03156.15*A,85FA,NORTH EXUMA,DELAND,FL,ASO,ORL,PR,29-05-41.6400N,081-16-39.3600W,PR,,NON-NPIAS,,N,,,2,16200
03156.51*A,FD08,ANTIQUERS AERODROME,DELRAY BEACH,FL,ASO,ORL,PR,26-27-55.2650N,080-08-59.1600W,PR,,NON-NPIAS,,N,,,39,117460
03156.512*H,48FD,DELRAY COMMUNITY HOSP EMERGENCY HELISTOP,DELRAY BEACH,FL,ASO,ORL,PR,26-26-09.3400N,080-07-37.0100W,PR,,NON-NPIAS,,N,,,0,0
03156.513*H,FL64,HARDRIVES DELTA NR 3 HELISTOP,DELRAY BEACH,FL,ASO,ORL,PR,26-25-58.0800N,080-05-36.7800W,PR,,NON-NPIAS,,N,,,0,0
03157.04*H,22FD,DESTIN EMERGENCY CARE CENTER,DESTIN,FL,ASO,ORL,PR,30-23-38.0000N,086-28-17.0000W,PR,,NON-NPIAS,,N,,,0,0
03157.*A,DTS,DESTIN EXECUTIVE,DESTIN,FL,ASO,ORL,PU,30-24-00.1975N,086-28-17.3025W,PU,,General Aviation,,N,100LLA,AVNCS  RNTL,21,0
03157.03*H,3FL7,MACK BAYOR AIRHEART,DESTIN,FL,ASO,ORL,PR,30-22-38.0000N,086-18-20.0000W,PR,,NON-NPIAS,,N,,,0,63000
03164.*A,58FD,SOUTHERLY,DUNDEE,FL,ASO,ORL,PR,28-00-51.0000N,081-32-26.0000W,PR,,NON-NPIAS,,N,,,2,0
03165.01*H,FA04,MEASE HOSPITAL,DUNEDIN,FL,ASO,ORL,PR,28-00-51.9600N,082-46-55.2000W,PR,,NON-NPIAS,,N,,,0,0
03169.*A,X35,MARION COUNTY,DUNNELLON,FL,ASO,ORL,PU,29-03-42.3610N,082-22-35.8279W,PU,,General Aviation,,N,100LLA,AMB  INSTR  RNTL,101,0
03169.01*A,10FD,SEVEN FEATHERS,DUNNELLON,FL,ASO,ORL,PR,29-00-23.9000N,082-24-16.4500W,PR,,NON-NPIAS,,N,,,1,0
03170.5*H,9FD8,WESH-TV CHANNEL 2,EATONVILLE,FL,ASO,ORL,PR,28-36-44.9980N,081-23-08.2500W,PR,,NON-NPIAS,,N,,,0,0
03171.*A,FD35,REDHEAD,EBRO,FL,ASO,ORL,PR,30-29-25.7020N,085-50-21.7600W,PR,,NON-NPIAS,,N,,,0,0
03176.*A,5FL4,BYRD AIR FIELD,ELKTON,FL,ASO,ORL,PR,29-48-02.8850N,081-30-03.2860W,PR,,NON-NPIAS,,N,,,1,0
03178.*A,6FD7,THOMSON AIRFIELD,ELLENTON,FL,ASO,ORL,PR,27-32-39.1340N,082-31-48.3460W,PR,,NON-NPIAS,,N,,,3,0
03178.5*A,X36,BUCHAN,ENGLEWOOD,FL,ASO,ORL,PU,26-59-24.2900N,082-22-26.4640W,PU,,NON-NPIAS,,N,,,7,0
03178.7*A,1FD4,CORKSCREW TRACE AIRPARK,ESTERO,FL,ASO,ORL,PR,26-26-43.2840N,081-36-26.2910W,PR,,NON-NPIAS,,N,,,3,0
03180.01*A,X55,MID FLORIDA AIR SERVICE,EUSTIS,FL,ASO,ORL,PU,28-50-36.0000N,081-37-48.3000W,PR,,NON-NPIAS,,N,,RNTL,63,0
03180.04*A,6FD6,ROSE RANCH,EUSTIS,FL,ASO,ORL,PR,28-54-17.9590N,081-25-59.2440W,PR,,NON-NPIAS,,N,,,0,0
03182.*A,X01,EVERGLADES AIRPARK,EVERGLADES,FL,ASO,ORL,PU,25-50-55.9000N,081-23-25.0000W,PU,,General Aviation,,N,100LL,CHTR,7,0
03182.1*A,9FL7,OASIS RANGER STATION-U S GOVERNMENT,EVERGLADES CITY,FL,ASO,ORL,PR,25-51-26.3550N,081-02-04.2530W,PU,,NON-NPIAS,,N,,,1,0
03183.3*A,FA09,RELUCTANT GREMLIN,FAIRFIELD,FL,ASO,ORL,PR,29-20-26.9000N,082-15-49.3500W,PR,,NON-NPIAS,,N,,,1,0
03184.5*A,4FL3,FELLSMERE,FELLSMERE,FL,ASO,ORL,PR,27-44-30.1050N,080-39-58.2030W,PR,,NON-NPIAS,,N,,,2,0
03186.01*H,FD91,BAPTIST MEDICAL CENTER OF NASSAU,FERNANDINA BEACH,FL,ASO,ORL,PR,30-39-13.3000N,081-26-53.4000W,PR,,NON-NPIAS,,N,,,0,0
03186.*A,FHB,FERNANDINA BEACH MUNI,FERNANDINA BEACH,FL,ASO,ORL,PU,30-36-42.6000N,081-27-40.3000W,PU,,General Aviation,,N,100LLA,AVNCS  INSTR  PAJA  RNTL,62,0
03186.2*A,FL84,FLYING-A-RANCH,FERNANDINA BEACH,FL,ASO,ORL,PR,30-36-03.8530N,081-34-13.3430W,PR,,NON-NPIAS,,N,,,6,0
03188.5*A,05FA,MELANIE'S,FLORALA,FL,ASO,ORL,PR,30-55-08.0000N,086-13-06.0000W,PR,,NON-NPIAS,,N,,,2,66000
03191.8*A,FL75,INDIAN HAMMOCK,FORT DRUM,FL,ASO,ORL,PR,27-32-31.1330N,080-49-59.2180W,PR,,NON-NPIAS,,N,,,14,0
03192.11*H,6FD8,BROWARD GENERAL MEDICAL CENTER,FORT LAUDERDALE,FL,ASO,ORL,PR,26-06-14.3120N,080-08-29.1630W,PU,,NON-NPIAS,,N,,,0,0
03192.01*H,FA10,BSO PUBLIC SAFETY HELISTOP,FORT LAUDERDALE,FL,ASO,ORL,PR,26-07-28.3100N,080-10-45.1670W,PU,,NON-NPIAS,,N,,,0,0
03192.13*H,30FD,CITY OF FORT LAUDERDALE,FORT LAUDERDALE,FL,ASO,ORL,PR,26-07-26.3100N,080-08-39.1620W,PU,,NON-NPIAS,,N,,,0,0
03193.*H,DT1,DOWNTOWN FORT LAUDERDALE,FORT LAUDERDALE,FL,ASO,ORL,PU,26-07-13.6720N,080-08-31.3975W,PU,,NON-NPIAS,,N,,,0,48074
03194.*A,FXE,FORT LAUDERDALE EXECUTIVE,FORT LAUDERDALE,FL,ASO,ORL,PU,26-11-50.2057N,080-10-14.5426W,PU,,Reliever,,Y,100LLA,AVNCS  CHTR  INSTR  RNTL  SALES,965,0
03192.*A,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,FORT LAUDERDALE,FL,ASO,ORL,PU,26-04-18.0000N,080-08-58.9000W,PU,I D S 05/1973,Primary,Large,Y,100LLA,AFRT  AMB  AVNCS  CARGO  CHTR  INSTR  RNTL  SALES  SURV,85,0
03194.2*H,FD73,LOS OLAS CENTER,FORT LAUDERDALE,FL,ASO,ORL,PR,26-07-07.3100N,080-08-19.1600W,PR,,NON-NPIAS,,N,,,0,0
03192.1*H,2FD4,PORT EVERGLADES,FORT LAUDERDALE,FL,ASO,ORL,PR,26-05-46.3130N,080-06-49.1590W,PR,,NON-NPIAS,,N,,,0,0
03193.12*H,6FD9,THUNDERBIRD,FORT LAUDERDALE,FL,ASO,ORL,PR,26-08-13.3080N,080-11-27.1680W,PR,,NON-NPIAS,,N,,,0,0
03195.11*A,FD10,JUBILEE ACRES,FORT MEADE,FL,ASO,NONE,PR,27-47-22.9200N,081-39-11.4000W,PR,,NON-NPIAS,,N,,,1,6200
03195.51*A,1FA9,VILLA CHAR MAR,FORT MEADE,FL,ASO,ORL,PR,27-47-06.0000N,081-39-04.0000W,PR,,NON-NPIAS,,N,,,1,103216
03195.5*H,FD62,WATERS,FORT MEADE,FL,ASO,ORL,PR,27-46-48.3000N,081-38-35.8000W,PR,,NON-NPIAS,,N,,,0,0
03199.*A,FL59,BUCKINGHAM FIELD,FORT MYERS,FL,ASO,ORL,PR,26-38-36.2580N,081-42-37.2950W,PR,,NON-NPIAS,,N,,,35,0
03197.1*C,29FA,CALOOSA DOWNTOWN,FORT MYERS,FL,ASO,ORL,PR,26-38-06.0000N,081-52-30.0000W,PR,,NON-NPIAS,,N,,,1,67500
03196.33*H,67FD,GULF COAST HOSPITAL,FORT MYERS,FL,ASO,ORL,PR,26-32-39.0000N,081-51-00.0000W,PR,,NON-NPIAS,,N,,,0,0
03196.22*H,3FA4,GULF COAST MEDICAL CENTER,FORT MYERS,FL,ASO,NONE,PR,26-32-38.6000N,081-50-55.7000W,PR,,NON-NPIAS,,N,,,0,47000
03196.3*H,FD67,LEE MEMORIAL HOSPITAL EMERGENCY,FORT MYERS,FL,ASO,ORL,PR,26-37-43.4800N,081-52-28.9900W,PU,,NON-NPIAS,,N,,,0,0
03198.*A,FMY,PAGE FIELD,FORT MYERS,FL,ASO,ORL,PU,26-35-11.8000N,081-51-47.7000W,PU,,Reliever,,Y,100LLA    MOGAS,AVNCS  CHTR  INSTR  RNTL  SALES,234,0
03197.*A,1FA3,PINE ISLAND,FORT MYERS,FL,ASO,ORL,PR,26-39-22.2610N,082-07-16.3310W,PR,,NON-NPIAS,,N,,,7,0
03196.4*H,7FD1,PINE RIDGE HELISTOP,FORT MYERS,FL,ASO,ORL,PR,26-29-25.2830N,081-56-00.3190W,PU,,NON-NPIAS,,N,,,0,0
03198.4*A,94FL,PINE SHADOWS AIRPARK,FORT MYERS,FL,ASO,ORL,PR,26-43-58.2470N,081-53-50.3100W,PR,,NON-NPIAS,,N,,,30,0
03196.2*A,FL90,SALTY APPROACH,FORT MYERS,FL,ASO,ORL,PR,26-36-12.2710N,082-13-12.3410W,PR,,NON-NPIAS,,N,,,0,158726
03196.32*H,41FL,SOUTHERN MACHINE & STEEL YARD,FORT MYERS,FL,ASO,ORL,PR,26-38-03.2610N,081-50-02.3060W,PR,,NON-NPIAS,,N,,,0,0
03198.2*A,RSW,SOUTHWEST FLORIDA INTL,FORT MYERS,FL,ASO,ORL,PU,26-32-10.2000N,081-45-18.6000W,PU,I D S 05/1983,Primary,Medium,Y,100LLA    A+,CARGO,4,0
03196.21*A,47FD,STRAYHORN RANCH,FORT MYERS,FL,ASO,ORL,PR,26-39-46.2560N,081-46-14.3000W,PR,,NON-NPIAS,,N,,,0,0
03198.1*A,4FA3,TRANQUILITY BAY STRIP,FORT MYERS,FL,ASO,ORL,PR,26-38-36.2640N,082-07-04.3310W,PR,,NON-NPIAS,,N,,,0,0
03196.34*H,3FL6,WINK TV,FORT MYERS,FL,ASO,ORL,PR,26-39-03.0000N,081-51-20.0000W,PR,,NON-NPIAS,,N,,,0,0
03198.3*A,FL86,WOODSTOCK,FORT MYERS,FL,ASO,ORL,PR,26-34-57.2720N,082-05-54.3310W,PR,,NON-NPIAS,,N,,,1,0
03200.02*A,7FL3,ADAMS RANCH,FORT PIERCE,FL,ASO,ORL,PR,27-26-31.1420N,080-35-03.2010W,PR,,NON-NPIAS,,N,,,3,0
03200.13*A,FD88,AERO ACRES,FORT PIERCE,FL,ASO,ORL,PR,27-20-31.1530N,080-31-19.1960W,PR,,NON-NPIAS,,N,,,29,0
03200.2*A,FD57,BAGGETT,FORT PIERCE,FL,ASO,ORL,PR,27-28-11.1360N,080-24-59.1880W,PR,,NON-NPIAS,,N,,,4,0
03200.03*A,7FL8,DRAGONFLY,FORT PIERCE,FL,ASO,ORL,PR,27-26-38.1410N,080-33-54.2000W,PR,,NON-NPIAS,,N,,,1,0
03201.13*A,FL67,EVANS PROPERTIES INC,FORT PIERCE,FL,ASO,ORL,PR,27-16-40.1610N,080-35-09.2000W,PR,,NON-NPIAS,,N,,,0,0
03200.21*H,75FD,FP & L NUCLEAR POWER PLANT,FORT PIERCE,FL,ASO,ORL,PR,27-21-06.1520N,080-14-42.1720W,PR,,NON-NPIAS,,N,,,0,0
03200.04*A,FL29,HALES 700,FORT PIERCE,FL,ASO,ORL,PR,27-21-40.1510N,080-34-15.1990W,PR,,NON-NPIAS,,N,,,0,0
03201.01*H,FD19,LAWNWOOD MEDICAL CENTER,FORT PIERCE,FL,ASO,ORL,PR,27-25-58.4000N,080-20-45.7500W,PR,,NON-NPIAS,,N,,,0,0
03200.*A,FD30,SOUTHEASTERN,FORT PIERCE,FL,ASO,ORL,PR,27-24-41.1440N,080-31-34.1970W,PR,,NON-NPIAS,,N,,,4,0
03202.*A,FPR,TREASURE COAST INTL,FORT PIERCE,FL,ASO,ORL,PU,27-29-50.9000N,080-22-21.5000W,PU,,General Aviation,,Y,100LLA,AMB  AVNCS  CHTR  INSTR  RNTL  SALES,195,0
03202.62*H,FA14,BROADWAY HELICOPTERS,FORT WALTON BEACH,FL,ASO,ORL,PR,30-23-51.7190N,086-35-38.8290W,PR,,NON-NPIAS,,N,,,0,0
03202.6*H,FD45,FORT WALTON BEACH MEDICAL CTR,FORT WALTON BEACH,FL,ASO,ORL,PR,30-27-13.7140N,086-38-06.8320W,PR,,NON-NPIAS,,N,,,0,0
03202.61*A,NKL,HOLLEY NOLF,FORT WALTON BEACH,FL,ASO,ORL,PR,30-25-30.7140N,086-53-37.8590W,MN,,NON-NPIAS,,N,,,0,0
03202.8*A,FD31,BRADLEY,FORT WHITE,FL,ASO,ORL,PR,29-55-40.8470N,082-42-04.4360W,PR,,NON-NPIAS,,N,,,2,0
03203.2*A,68FD,MARAN,FOUNTAIN,FL,ASO,ORL,PR,30-31-20.0000N,085-22-36.0000W,PR,,NON-NPIAS,,N,,,4,0
03204.51*A,0FD3,DUGGER FIELD,FREEPORT,FL,ASO,ORL,PR,30-29-47.1000N,086-05-37.8000W,PR,,NON-NPIAS,,N,,,0,0
03206.12*C,FD46,GODDARD SEADROME,FROSTPROOF,FL,ASO,ORL,PR,27-45-19.1030N,081-30-50.2710W,PR,,NON-NPIAS,,N,,,4,0
03206.02*H,38FD,GRIFFIN'S MAIN OFFICE,FROSTPROOF,FL,ASO,ORL,PR,27-44-13.1060N,081-31-55.2720W,PR,,NON-NPIAS,,N,,,0,0
03206.11*A,52FL,LAKE CLINCH AIRPARK,FROSTPROOF,FL,ASO,ORL,PR,27-45-04.6900N,081-33-32.9400W,PR,,NON-NPIAS,,N,,,8,0
03206.03*A,4FL5,RIDGE LANDING,FROSTPROOF,FL,ASO,ORL,PR,27-45-19.0000N,081-35-59.0000W,PR,,NON-NPIAS,,N,,,10,0
03206.4*A,5FA1,FLYING PALOMINO RANCH,FRUITLAND PARK,FL,ASO,ORL,PR,28-52-40.9520N,081-56-27.2970W,PR,,NON-NPIAS,,N,,,5,0
03206.41*A,FL99,FLYING-H,FRUITLAND PARK,FL,ASO,ORL,PR,28-52-33.9540N,081-53-20.2920W,PR,,NON-NPIAS,,N,,,1,0
03210.15*H,8FL7,CAPRA FARMS,GAINESVILLE,FL,ASO,ORL,PR,29-41-07.8780N,082-28-33.3950W,PR,,NON-NPIAS,,N,,,0,0
03210.*A,GNV,GAINESVILLE RGNL,GAINESVILLE,FL,ASO,ORL,PU,29-41-24.2000N,082-16-18.4000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100  A,CARGO  INSTR  RNTL  SALES,139,0
03210.21*A,FD81,GLEIM FIELD,GAINESVILLE,FL,ASO,ORL,PR,29-42-09.8780N,082-25-32.3890W,PR,,NON-NPIAS,,N,,,1,0
03210.22*H,FA56,NORTH FLORIDA RGNL MEDICAL CENTER,GAINESVILLE,FL,ASO,ORL,PR,29-39-41.4000N,082-24-43.6000W,PR,,NON-NPIAS,,N,,,0,0
03210.13*H,63FL,SHANDS CAIR,GAINESVILLE,FL,ASO,ORL,PR,29-38-07.8600N,082-21-02.0600W,PR,,NON-NPIAS,,N,,,0,30000
03210.16*H,FA12,SHANDS HELISTOP,GAINESVILLE,FL,ASO,ORL,PR,29-38-20.8830N,082-20-43.3760W,PR,,NON-NPIAS,,N,,,0,0
03210.14*H,53FL,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,ASO,ORL,PR,29-38-38.8830N,082-21-11.3770W,PR,,NON-NPIAS,,N,,,0,4000
03210.1*H,FA39,VETERANS ADMINISTRATION MEDICAL CENTER,GAINESVILLE,FL,ASO,ORL,PR,29-38-13.8830N,082-21-43.3770W,PU,,NON-NPIAS,,N,,,0,0
03212.2*C,0FL2,ALLIGATOR DRINK,GENEVA,FL,ASO,ORL,PR,28-47-15.9700N,081-09-51.2200W,PR,,NON-NPIAS,,N,,,1,0
03212.1*A,01FL,CEDAR KNOLL FLYING RANCH,GENEVA,FL,ASO,ORL,PR,28-46-54.9700N,081-09-33.2200W,PR,,NON-NPIAS,,N,,,2,0
03212.*A,FD92,SOUTHERLAND STRIP,GENEVA,FL,ASO,ORL,PR,28-43-57.9780N,081-04-43.2180W,PR,,NON-NPIAS,,N,,,6,0
03214.5*A,FD27,CUYLER FIELD,GLEN ST MARY,FL,ASO,ORL,PR,30-21-45.8400N,082-13-34.4170W,PR,,NON-NPIAS,,N,,,30,149710
03216.*A,FD26,KIRKLAND,GRACEVILLE,FL,ASO,ORL,PR,30-58-54.6570N,085-29-32.7580W,PR,,NON-NPIAS,,N,,,1,268235
03217.*A,1FD0,LAWRENCE,GRAND RIDGE,FL,ASO,ORL,PR,30-42-55.6920N,085-01-27.7260W,PR,,NON-NPIAS,,N,,,1,8030
03219.01*A,7FL4,HALLER AIRPARK,GREEN COVE SPRINGS,FL,ASO,ORL,PR,29-54-10.8740N,081-41-09.3220W,PR,,NON-NPIAS,,N,,,44,0
03219.*A,FL60,REYNOLDS AIRPARK,GREEN COVE SPRINGS,FL,ASO,ORL,PR,29-58-20.8720N,081-39-39.3230W,PR,,NON-NPIAS,,N,,,5,0
03219.4*A,5FL6,FLAT CREEK,GREENSBORO,FL,ASO,ORL,PR,30-36-15.6940N,084-47-26.7020W,PR,,NON-NPIAS,,N,,,0,0
03219.85*A,9FL8,FINLAYSON FARM,GREENVILLE,FL,ASO,ORL,PR,30-36-59.7270N,083-39-08.5670W,PR,,NON-NPIAS,,N,,,0,0
03219.86*A,20FD,PRATT,GREENVILLE,FL,ASO,ORL,PR,30-25-31.7510N,083-34-33.5460W,PR,,NON-NPIAS,,N,,,1,0
03220.32*A,5FL8,CHIPOLA AIRPARK,GREENWOOD,FL,ASO,ORL,PR,30-53-17.6780N,085-10-03.7460W,PR,,NON-NPIAS,,N,,,1,0
03221.2*C,FD78,KENNEDY,GROVELAND,FL,ASO,ORL,PR,28-36-10.9900N,081-50-58.2800W,PR,,NON-NPIAS,,N,,,1,0
03221.1*A,02FA,OSBORN AIRFIELD,GROVELAND,FL,ASO,ORL,PR,28-31-35.9990N,081-52-29.2800W,PR,,NON-NPIAS,,N,,,12,0
03221.11*G,6FL0,SEMINOLE LAKE,GROVELAND,FL,ASO,ORL,PR,28-24-21.0190N,081-50-16.2790W,PR,,NON-NPIAS,,N,,,4,0
03221.*A,FA42,SHEETS,GROVELAND,FL,ASO,ORL,PR,28-31-58.3200N,081-50-48.1800W,PR,,NON-NPIAS,,N,MOGAS,,6,0
03221.6*H,FD47,GULF BREEZE HOSPITAL,GULF BREEZE,FL,ASO,ORL,PR,30-21-33.7170N,087-09-31.8860W,PR,,NON-NPIAS,,N,,,0,0
03222.111*A,4FL9,GORE,HAINES CITY,FL,ASO,ORL,PR,28-08-36.0590N,081-38-49.2730W,PR,,NON-NPIAS,,N,,,6,50714
03222.09*H,2FL9,HEART OF FLORIDA MEDICAL CENTER,HAINES CITY,FL,ASO,ORL,PR,28-10-47.0500N,081-38-20.2700W,PR,,NON-NPIAS,,N,,,0,0
03222.11*C,FA73,OAK HARBOR,HAINES CITY,FL,ASO,ORL,PR,28-07-44.0610N,081-41-16.2770W,PR,,NON-NPIAS,,N,,BCHGR,1,0
03222.6*A,8FL6,GEORGE T MC CUTCHAN,HAROLD,FL,ASO,ORL,PR,30-40-24.6890N,086-51-06.8550W,PR,,NON-NPIAS,,N,,,6,0
03222.61*H,NZX,HAROLD NOLF,HAROLD,FL,ASO,ORL,PR,30-40-50.6880N,086-53-13.8590W,MN,,NON-NPIAS,,N,,,0,0
03222.72*A,13FA,EARLE AIRPARK,HASTINGS,FL,ASO,ORL,PR,29-41-39.8900N,081-30-49.2800W,PR,,NON-NPIAS,,N,,,32,0
03222.73*A,2FA7,FRONTIER,HASTINGS,FL,ASO,ORL,PR,29-38-07.0000N,081-27-55.0000W,PR,,NON-NPIAS,,N,,INSTR,0,0
03222.74*A,8FL0,HUTSON AIRFIELD,HASTINGS,FL,ASO,ORL,PR,29-43-40.8910N,081-26-23.2710W,PR,,NON-NPIAS,,N,,,0,0
03222.71*A,46FD,TATER FARMS STRIP,HASTINGS,FL,ASO,ORL,PR,29-40-04.8910N,081-29-50.2760W,PR,,NON-NPIAS,,N,,,0,0
03223.11*A,FA26,DOGWOOD FARM,HAVANA,FL,ASO,ORL,PR,30-32-14.0000N,084-27-07.0000W,PR,,NON-NPIAS,,N,,,0,4000
03223.*A,76FD,PEAVY FARMS,HAVANA,FL,ASO,ORL,PR,30-40-13.7010N,084-24-50.6660W,PR,,NON-NPIAS,,N,,,3,0
03223.1*A,FD55,RUTTEN DUSTING STRIP,HAVANA,FL,ASO,ORL,PR,30-40-45.7020N,084-22-08.6600W,PR,,NON-NPIAS,,N,80,,4,0
03223.12*A,9FL2,SARANAC FARM,HAVANA,FL,ASO,ORL,PR,30-39-09.0000N,084-28-29.0000W,PR,,NON-NPIAS,,N,,,1,0
03226.1*A,7FD2,DRAKE RANCH,HERNANDO,FL,ASO,ORL,PR,28-59-24.9230N,082-19-49.3440W,PR,,NON-NPIAS,,N,,,1,0
03226.01*A,5FL7,TWELVE OAKS,HERNANDO,FL,ASO,ORL,PR,28-58-40.9240N,082-21-49.3470W,PR,,NON-NPIAS,,N,,,25,0
03228.48*H,84FL,CAPELETTI,HIALEAH,FL,ASO,ORL,PR,25-55-31.3380N,080-17-59.1810W,PR,,NON-NPIAS,,N,,,0,0
03228.5*H,7FD3,CENTRAL DISTRICT POLICE STATION,HIALEAH,FL,ASO,ORL,PR,25-51-11.3460N,080-14-49.1770W,PU,,NON-NPIAS,,N,,,0,0
03228.49*H,1FA5,PALMETTO GENERAL HOSPITAL,HIALEAH,FL,ASO,ORL,PR,25-53-11.7300N,080-19-35.8000W,PR,,NON-NPIAS,,N,,,0,0
03230.12*A,7FL7,LAZY S FARM,HIGH SPRINGS,FL,ASO,ORL,PR,29-52-06.8560N,082-38-04.4260W,PR,,NON-NPIAS,,N,,,2,0
03230.1*A,6J8,OAK TREE LANDING,HIGH SPRINGS,FL,ASO,ORL,PU,29-43-12.5000N,082-39-50.2500W,PR,,NON-NPIAS,,N,,,0,0
03230.81*A,01J,HILLIARD AIRPARK,HILLIARD,FL,ASO,ORL,PU,30-41-09.4800N,081-54-22.8350W,PU,,General Aviation,,N,100LL,INSTR,27,0
03232.*H,81FA,JOHNSON RANCH,HOBE SOUND,FL,ASO,ORL,PR,27-02-02.0000N,080-09-59.0000W,PR,,NON-NPIAS,,N,,,0,0
03236.016*H,44FD,HARD ROCK,HOLLYWOOD,FL,ASO,ORL,PR,26-03-02.6900N,080-12-39.2000W,PR,,NON-NPIAS,,N,,,0,0
03236.08*H,FL56,HOLLYWOOD HELIPAD,HOLLYWOOD,FL,ASO,NONE,PR,26-02-43.8000N,080-12-57.0000W,PR,,NON-NPIAS,,N,,,0,0
03236.01*A,FL65,MAC-IVOR & FRIENDS AIRSTRIP,HOLLYWOOD,FL,ASO,ORL,PR,26-02-41.3220N,080-22-24.1870W,PR,,NON-NPIAS,,N,,,3,0
03236.02*H,77FD,MEMORIAL RGNL HOSPITAL,HOLLYWOOD,FL,ASO,ORL,PR,26-01-07.5400N,080-10-52.7700W,PR,,NON-NPIAS,,N,,,0,0
03236.*A,HWO,NORTH PERRY,HOLLYWOOD,FL,ASO,ORL,PU,26-00-04.4000N,080-14-26.6000W,PU,,Reliever,,Y,100LLA,AVNCS  CHTR  INSTR  RNTL  SALES,238,0
03238.*A,FD93,YELLOW RIVER AIRSTRIP,HOLT,FL,ASO,ORL,PR,30-41-07.6870N,086-44-49.8420W,PR,,NON-NPIAS,,N,,,19,0
03243.2*A,11FA,B & L FARMS,HOMESTEAD,FL,ASO,ORL,PR,25-35-01.3850N,080-29-59.2050W,PR,,NON-NPIAS,,N,100,,4,0
03242.*A,HST,HOMESTEAD ARB,HOMESTEAD,FL,ASO,ORL,PR,25-29-18.7823N,080-23-00.8391W,MA,,NON-NPIAS,,Y,,,6,0
